Unité urbaine 2020;Libellé géographique de l'unité urbaine 2020;Tranche d'unité urbaine 2020 calculée sur la population 2017;Tranche détaillée d'unité urbaine 2020 calculée sur la population 2017;Type d'unité urbaine;Nombre communes
UU2020;LIBUU2020;TUU2017;TDUU2017;TYPE_UU2020;NB_COM
55000;Communes hors unité urbaine du département 55;0;00;0;475
55101;Montmédy;1;11;1;1
55102;Revigny-sur-Ornain;1;12;1;1
55103;Stenay;1;13;2;2
55104;Bouligny;1;13;2;2
55105;Étain;1;13;2;2
55106;Saint-Mihiel;1;14;2;3
55201;Commercy;2;21;1;1
55202;Ligny-en-Barrois;2;21;2;4
55301;Bar-le-Duc;3;32;2;4
55401;Verdun;4;41;2;3
56000;Communes hors unité urbaine du département 56;0;00;0;172
56101;Saint-Pierre-Quiberon;1;11;1;1
56102;Arzon;1;11;1;1
56103;Meucon;1;11;1;1
56104;Le Bono;1;11;1;1
56105;Josselin;1;11;1;1
56106;Le Palais;1;12;1;1
56107;Sainte-Anne-d'Auray;1;12;1;1
56108;Le Faouët;1;12;1;1
56109;Camors;1;13;1;1
56110;Merlevenez;1;13;1;1
56111;Monterblanc;1;13;1;1
56112;Locqueltas;1;13;2;2
56113;Noyal-Pontivy;1;13;1;1
56114;Sulniac;1;13;1;1
56115;Pont-Scorff;1;13;1;1
56116;Saint-Nolff;1;13;1;1
56117;Gourin;1;13;1;1
56118;Landévant;1;13;1;1
56119;La Gacilly;1;13;1;1
56120;Baden;1;14;1;1
56121;Surzur;1;14;1;1
56122;Malestroit;1;14;2;3
56123;Quiberon;1;14;1;1
56201;Muzillac;2;21;1;1
56202;Arradon;2;21;1;1
56203;Plouhinec;2;21;1;1
56204;Grand-Champ;2;21;1;1
56205;Plouay;2;21;1;1
56206;Elven;2;21;1;1
56207;Guer;2;21;1;1
56208;Baud;2;21;1;1
56209;Ploeren;2;21;1;1
56210;Kervignac;2;21;1;1
56211;Pluvigner;2;22;1;1
56212;Questembert;2;22;1;1
56213;Theix-Noyalo;2;22;1;1
56214;Languidic;2;22;1;1
56215;Locminé;2;22;2;2
56216;Sarzeau;2;22;1;1
56217;Belz;2;22;2;3
56301;Ploërmel;3;31;2;2
56302;Guidel;3;31;1;1
56303;Riantec-Locmiquélic;3;31;2;3
56304;Carnac;3;31;2;5
56305;Pontivy;3;32;2;2
56401;Hennebont;4;41;2;2
56402;Auray;4;42;2;3
56501;Vannes;5;52;2;4
56601;Lorient;6;61;2;6
57000;Communes hors unité urbaine du département 57;0;00;0;559
57101;Mandelbachtal (ALL)-Blies-Guersviller (partie française);1;11;5;1
57102;Rouhling;1;11;1;1
57103;Tressange;1;11;1;1
57104;Amanvillers;1;11;1;1
57105;Dudelange (LUX)-Volmerange-les-Mines (partie française);1;11;5;1
57106;Basse-Ham;1;11;1;1
57107;Metzervisse;1;11;1;1
57108;Farschviller;1;11;2;2
57109;Diebling;1;11;2;2
57110;Aumetz;1;11;1;1
57111;Château-Salins;1;11;1;1
57112;Porcelette;1;11;1;1
57113;Boulange;1;11;1;1
57114;Hundling;1;12;2;2
57115;Schœneck;1;12;1;1
57116;Neufchef;1;12;1;1
57117;Alsting;1;12;1;1
57118;Verny;1;12;2;2
57119;Troisfontaines;1;12;2;3
57120;Peltre;1;12;2;2
57121;Dieuze;1;12;1;1
57122;Puttelange-aux-Lacs;1;13;1;1
57123;Fontoy;1;13;1;1
57124;Kayl (LUX)-Ottange (partie française);1;13;5;1
57125;Courcelles-Chaussy;1;13;1;1
57126;Bousse;1;13;1;1
57127;Woustviller;1;13;1;1
57128;Kleinblittersdorf (ALL)-Grosbliederstroff (partie française);1;13;5;1
57129;Rohrbach-lès-Bitche;1;13;2;2
57130;Falck;1;13;2;2
57131;Longeville-lès-Saint-Avold;1;13;1;1
57132;Novéant-sur-Moselle;1;14;2;2
57133;Morhange;1;14;2;2
57134;Bouzonville;1;14;2;2
57135;Sarralbe;1;14;1;1
57136;Perl (ALL)-Sierck-les-Bains (partie française);1;14;5;5
57201;Bitche;2;21;1;1
57202;Ay-sur-Moselle;2;21;2;4
57203;Boulay-Moselle;2;21;1;1
57204;Phalsbourg;2;21;2;3
57205;Marange-Silvange;2;21;2;2
57206;Farébersviller;2;22;2;2
57207;Hettange-Grande;2;22;2;2
57208;Guénange;2;22;2;2
57301;Faulquemont;3;31;2;4
57302;Sarrebourg;3;32;2;3
57303;Creutzwald;3;32;2;3
57401;Sarreguemines (partie française);4;42;5;7
57402;Saint-Avold (partie française);4;43;5;6
57501;Sarrebruck (ALL)-Forbach (partie française);5;52;5;15
57601;Thionville;6;61;2;12
57701;Metz;7;71;2;42
58000;Communes hors unité urbaine du département 58;0;00;0;290
58101;Pougues-les-Eaux;1;11;1;1
58102;Guérigny;1;12;1;1
58103;La Machine;1;13;1;1
58104;Imphy;1;13;1;1
58105;Marzy;1;13;1;1
58106;Clamecy;1;14;2;2
58107;La Charité-sur-Loire;1;14;1;1
58201;Decize;2;22;2;2
58202;Cosne-Cours-sur-Loire;2;22;1;1
58501;Nevers;5;51;2;8
59000;Communes hors unité urbaine du département 59;0;00;0;295
59101;Villers-Outréaux;1;11;1;1
59102;Esquelbecq;1;11;1;1
59103;Mons-en-Pévèle;1;11;1;1
59104;Walincourt-Selvigny;1;11;1;1
59105;Bertry;1;11;1;1
59106;Fournes-en-Weppes;1;11;1;1
59107;Bersée;1;11;1;1
59108;Attiches;1;11;1;1
59109;Herlies;1;11;1;1
59110;Camphin-en-Pévèle;1;11;1;1
59111;Saint-Hilaire-lez-Cambrai;1;11;2;2
59112;Monchecourt;1;12;1;1
59113;Nomain;1;12;1;1
59114;Artres;1;12;2;3
59115;Steenbecque;1;12;2;2
59116;Genech;1;12;1;1
59117;Sebourg;1;12;2;3
59118;Haspres;1;12;1;1
59119;Féchain;1;12;2;3
59120;Sains-du-Nord;1;12;1;1
59121;Radinghem-en-Weppes;1;13;2;3
59122;Coutiches;1;13;1;1
59123;Spycker;1;13;2;2
59124;Haveluy;1;13;1;1
59125;Anor;1;13;1;1
59126;Iwuy;1;13;1;1
59127;Houplin-Ancoisne;1;13;1;1
59128;Landrecies;1;13;1;1
59129;Bachy;1;13;2;3
59130;Avesnes-les-Aubert;1;13;1;1
59131;Gommegnies;1;13;2;3
59132;Marquillies;1;13;2;3
59133;Busigny;1;13;2;2
59134;Hondschoote;1;14;1;1
59135;Boeschepe;1;14;2;2
59136;Steenvoorde;1;14;1;1
59137;Gondecourt;1;14;2;2
59138;Trélon;1;14;2;2
59139;Phalempin;1;14;1;1
59140;Poix-du-Nord;1;14;2;5
59201;Bavay;2;21;2;3
59202;Solesmes;2;21;2;2
59203;Mortagne-du-Nord (partie française);2;21;5;4
59204;Flines-lez-Raches;2;21;1;1
59205;Wormhout;2;21;1;1
59206;Marchiennes;2;21;2;2
59207;Masnières;2;21;2;3
59208;Bourbourg;2;22;1;1
59209;Le Cateau-Cambrésis;2;22;2;2
59210;Le Quesnoy;2;22;2;5
59211;Avesnes-sur-Helpe;2;22;2;5
59212;Téteghem-Coudekerque-Village;2;22;1;1
59301;Bray-Dunes;3;31;2;3
59302;Bergues;3;31;2;4
59303;Cysoing;3;31;2;5
59304;Annœullin;3;31;2;2
59305;Wavrin;3;31;2;3
59306;Fourmies;3;31;2;2
59307;Templeuve-en-Pévèle;3;32;2;5
59308;Orchies;3;32;2;5
59309;Caudry;3;32;2;4
59401;Hazebrouck;4;41;2;3
59402;Saint-Amand-les-Eaux;4;43;2;15
59403;Cambrai;4;44;2;8
59501;Armentières (partie française);5;52;5;10
59601;Maubeuge (partie française);6;61;5;22
59602;Dunkerque;6;62;2;8
59701;Valenciennes (partie française);7;72;5;56
59702;Lille (partie française);7;73;5;60
60000;Communes hors unité urbaine du département 60;0;00;0;546
60101;Bailleul-sur-Thérain;1;11;1;1
60102;Ressons-sur-Matz;1;11;2;3
60103;Le Mesnil-en-Thelle;1;11;1;1
60104;Maignelay-Montigny;1;12;1;1
60105;Sérifontaine;1;12;1;1
60106;Feuquières;1;12;2;3
60107;Saint-Paul;1;12;2;3
60108;Saint-Sauveur;1;12;2;2
60109;Noailles;1;12;1;1
60110;Tracy-le-Mont;1;12;2;2
60111;Auneuil;1;12;1;1
60112;Andeville;1;13;1;1
60113;Sainte-Geneviève;1;13;1;1
60114;Chaumont-en-Vexin;1;13;1;1
60115;Crèvecœur-le-Grand;1;13;1;1
60116;Neuilly-en-Thelle;1;13;1;1
60117;Grandvilliers;1;13;2;3
60118;Béthisy-Saint-Pierre;1;14;2;2
60119;Bresles;1;14;1;1
60120;Lachapelle-aux-Pots;1;14;2;3
60121;Nanteuil-le-Haudouin;1;14;1;1
60122;Breteuil;1;14;1;1
60123;Estrées-Saint-Denis;1;14;2;2
60124;Verberie;1;14;2;2
60125;Cires-lès-Mello;1;14;2;2
60201;Hermes;2;21;2;3
60202;Bornel;2;21;2;2
60203;Le Plessis-Belleville;2;21;2;2
60204;Ribécourt-Dreslincourt;2;21;2;2
60205;Trosly-Breuil;2;21;2;4
60206;Orry-la-Ville;2;21;2;2
60207;Saint-Just-en-Chaussée;2;21;2;2
60208;Lacroix-Saint-Ouen;2;22;2;3
60301;Mouy;3;31;2;4
60302;Méru;3;31;1;1
60303;Crépy-en-Valois;3;32;1;1
60304;Senlis;3;32;2;2
60305;Noyon;3;32;2;4
60306;Pont-Sainte-Maxence;3;32;2;4
60401;Clermont;4;41;2;5
60402;Chantilly;4;43;2;7
60501;Beauvais;5;51;2;4
60502;Compiègne;5;52;2;14
60601;Creil;6;61;2;23
61000;Communes hors unité urbaine du département 61;0;00;0;353
61101;Bellême;1;11;2;2
61102;Bagnoles de l'Orne Normandie;1;13;2;2
61103;Vimoutiers;1;13;1;1
61104;Sées;1;14;1;1
61105;Domfront en Poiraie;1;14;1;1
61106;Mortagne-au-Perche;1;14;2;2
61107;Tinchebray-Bocage;1;14;1;1
61201;La Ferté Macé;2;21;1;1
61301;L'Aigle;3;31;2;3
61302;Argentan;3;31;2;2
61401;Flers;4;41;2;5
62000;Communes hors unité urbaine du département 62;0;00;0;608
62101;Rœux;1;11;2;2
62102;Fruges;1;11;1;1
62103;Fauquembergues;1;12;2;4
62104;Auxi-le-Château;1;12;1;1
62105;Auchy-lès-Hesdin;1;12;2;3
62106;Équihen-Plage;1;12;1;1
62107;Norrent-Fontes;1;12;2;3
62108;Enquin-lez-Guinegatte;1;12;2;3
62109;Pernes;1;12;2;3
62110;Ferques;1;13;2;2
62111;Beaurainville;1;13;2;3
62112;Saint-Folquin;1;13;2;2
62113;Frévent;1;13;1;1
62114;Aubigny-en-Artois;1;13;2;6
62115;Camiers;1;14;2;2
62116;Bapaume;1;14;2;2
62117;Vimy;1;14;1;1
62118;Biache-Saint-Vaast;1;14;2;2
62119;Samer;1;14;2;2
62201;Oye-Plage;2;21;1;1
62202;Desvres;2;21;2;2
62203;Montreuil-sur-Mer;2;21;2;9
62204;Hesdin-la-Forêt;2;21;2;5
62205;Guînes;2;22;2;2
62206;Neufchâtel-Hardelot;2;22;2;3
62207;Ardres;2;22;2;4
62208;Saint-Pol-sur-Ternoise;2;22;2;8
62209;Marquise;2;22;2;3
62210;Lumbres;2;22;2;8
62211;Audruicq;2;22;2;4
62301;Wimereux;3;31;2;2
62401;Berck;4;44;2;7
62501;Boulogne-sur-Mer;5;52;2;8
62502;Arras;5;52;2;15
62503;Calais;5;52;2;6
63000;Communes hors unité urbaine du département 63;0;00;0;390
63101;Coudes;1;11;2;2
63102;Saint-Bonnet-près-Riom;1;11;1;1
63103;Pérignat-sur-Allier;1;11;2;2
63104;Champeix;1;11;2;2
63105;La Bourboule;1;11;2;2
63106;Ennezat;1;11;1;1
63107;Orcet;1;12;1;1
63108;Pérignat-lès-Sarliève;1;12;1;1
63109;Puy-Guillaume;1;12;1;1
63110;Maringues;1;13;1;1
63111;Aigueperse;1;13;2;2
63112;Orcines;1;13;1;1
63113;Mur-sur-Allier;1;13;1;1
63114;La Monnerie-le-Montel;1;13;2;2
63115;Vertaizon;1;13;2;2
63116;Saint-Georges-de-Mons;1;13;2;2
63117;Courpière;1;14;1;1
63118;Saint-Amant-Tallende;1;14;2;3
63119;Volvic;1;14;1;1
63120;La Roche-Blanche;1;14;2;2
63121;Billom;1;14;1;1
63201;Vic-le-Comte;2;21;1;1
63202;Saint-Éloy-les-Mines;2;21;2;3
63203;Lezoux;2;21;1;1
63204;Ambert;2;22;2;3
63301;Veyre-Monton;3;31;2;4
63302;Pont-du-Château;3;31;1;1
63303;Thiers;3;31;2;2
63304;Issoire;3;32;2;2
63401;Riom;4;43;2;6
63701;Clermont-Ferrand;7;71;2;17
64000;Communes hors unité urbaine du département 64;0;00;0;397
64101;Puyoô;1;12;2;3
64102;Navarrenx;1;12;2;6
64103;Saint-Palais;1;12;2;3
64104;Artix;1;13;1;1
64105;Arudy;1;14;2;4
64106;Salies-de-Béarn;1;14;1;1
64107;Saint-Jean-Pied-de-Port;1;14;2;7
64201;Soumoulou;2;21;2;4
64202;Mauléon-Licharre;2;21;2;8
64203;Saint-Pée-sur-Nivelle;2;21;1;1
64204;Hasparren;2;21;1;1
64301;Orthez;3;31;2;5
64302;Mourenx;3;31;2;9
64303;Oloron-Sainte-Marie;3;32;2;9
64701;Pau;7;71;2;55
65000;Communes hors unité urbaine du département 65;0;00;0;391
65101;Luz-Saint-Sauveur;1;11;2;12
65102;Ossun;1;11;1;1
65103;Maubourguet;1;11;1;1
65201;Vic-en-Bigorre;2;21;2;2
65202;Juillan;2;21;2;5
65203;Argelès-Gazost;2;21;2;13
65204;Lannemezan;2;22;2;4
65301;Bagnères-de-Bigorre;3;31;2;10
65302;Lourdes;3;32;2;13
65501;Tarbes;5;52;2;15
66000;Communes hors unité urbaine du département 66;0;00;0;151
66101;Puigcerda (ESP)-Bourg-Madame (partie française);1;11;5;1
66102;Estagel;1;11;1;1
66103;Trouillas;1;11;1;1
66104;Baixas;1;12;1;1
66105;Saint-Nazaire;1;12;1;1
66106;Ponteilla;1;12;1;1
66107;Saint-Génis-des-Fontaines;1;12;1;1
66108;Saint-Hippolyte;1;13;1;1
66109;Vinça;1;13;2;4
66110;Villelongue-de-la-Salanque;1;13;1;1
66111;Espira-de-l'Agly;1;13;1;1
66112;Salses-le-Château;1;13;1;1
66113;Villeneuve-de-la-Raho;1;13;1;1
66114;Bages;1;14;1;1
66115;Claira;1;14;1;1
66116;Millas;1;14;1;1
66117;Banyuls-sur-Mer;1;14;1;1
66118;Sainte-Marie;1;14;1;1
66119;Pollestres;1;14;1;1
66201;Saleilles;2;21;1;1
66202;Le Boulou;2;21;1;1
66203;Amélie-les-Bains-Palalda;2;21;2;2
66204;Ille-sur-Têt;2;22;2;4
66205;Prades;2;22;2;5
66206;Thuir;2;22;2;3
66301;Canet-en-Roussillon;3;31;1;1
66302;Céret;3;31;2;4
66501;Saint-Cyprien;5;51;2;14
66701;Perpignan;7;71;2;15
67000;Communes hors unité urbaine du département 67;0;00;0;345
67101;Muttersholtz;1;11;1;1
67102;Furdenheim;1;11;2;2
67103;Griesheim-près-Molsheim;1;11;1;1
67104;Kogenheim;1;11;2;2
67105;Dambach-la-Ville;1;11;1;1
67106;Ebersheim;1;11;1;1
67107;Epfig;1;11;1;1
67108;Lauterbourg;1;11;1;1
67109;Offendorf;1;11;1;1
67110;Kilstett;1;12;1;1
67111;Geudertheim;1;12;1;1
67112;Dettwiller;1;12;1;1
67113;Hilsenheim;1;12;1;1
67114;Matzenheim;1;12;2;2
67115;Marmoutier;1;12;1;1
67116;Mothern;1;12;2;2
67117;Sarre-Union;1;12;1;1
67118;Weitbruch;1;12;1;1
67119;Duttlenheim;1;12;1;1
67120;Villé;1;12;2;4
67121;Andlau;1;12;2;3
67122;Schirrhein;1;12;2;2
67123;Sessenheim;1;13;2;2
67124;Wingersheim les Quatre Bans;1;13;2;3
67125;Soultz-sous-Forêts;1;13;1;1
67126;Oberhaslach;1;13;2;2
67127;Scherwiller;1;13;1;1
67128;Ittenheim;1;13;2;3
67129;Seltz;1;13;1;1
67130;Mertzwiller;1;13;1;1
67131;Weyersheim;1;13;1;1
67132;Gerstheim;1;13;1;1
67133;Holtzheim;1;13;1;1
67134;Dingsheim;1;13;2;3
67135;Wittisheim;1;13;2;2
67136;Gries;1;13;2;2
67137;Bouxwiller;1;13;1;1
67138;Truchtersheim;1;14;1;1
67139;Rhinau;1;14;2;2
67140;Marckolsheim;1;14;1;1
67141;Betschdorf;1;14;1;1
67142;Châtenois;1;14;1;1
67143;Rœschwoog;1;14;2;2
67144;Hœrdt;1;14;1;1
67145;Bœrsch;1;14;2;3
67146;Herrlisheim;1;14;1;1
67147;Gambsheim;1;14;1;1
67148;Soufflenheim;1;14;1;1
67201;Ingwiller;2;21;2;3
67202;Drusenheim;2;21;1;1
67203;Wasselonne;2;21;1;1
67204;Hochfelden;2;21;2;2
67205;La Wantzenau;2;21;1;1
67206;Val-de-Moder;2;21;2;3
67207;Marlenheim;2;22;2;5
67208;Entzheim;2;22;2;4
67209;Wissembourg (partie française);2;22;5;1
67210;Geispolsheim;2;22;1;1
67211;Benfeld;2;22;2;2
67212;Rosheim;2;22;2;2
67213;Barr;2;22;2;3
67301;Brumath;3;31;2;4
67302;Erstein;3;31;2;2
67303;Obernai;3;31;2;2
67304;La Broque;3;31;2;8
67305;Reichshoffen-Niederbronn-les-Bains;3;31;2;4
67306;Saverne;3;32;2;8
67307;Sélestat;3;32;1;1
67401;Molsheim;4;42;2;10
67501;Haguenau;5;51;2;6
67701;Strasbourg (partie française);7;72;5;23
68000;Communes hors unité urbaine du département 68;0;00;0;224
68101;Hirsingue;1;11;1;1
68102;Labaroche;1;11;1;1
68103;Rosenau;1;11;1;1
68104;Eschentzwiller;1;11;2;2
68105;Lièpvre;1;12;2;2
68106;Biesheim;1;12;1;1
68107;Kirchberg;1;12;2;6
68108;Hochstatt;1;12;2;2
68109;Sainte-Croix-en-Plaine;1;12;1;1
68110;Fessenheim;1;13;2;2
68111;Soultzmatt;1;13;2;2
68112;Orbey;1;13;1;1
68113;Porte du Ried;1;13;2;3
68114;Burnhaupt-le-Haut;1;13;2;2
68115;Waldighofen;1;13;2;3
68116;Masevaux-Niederbruck;1;13;1;1
68117;Zillisheim;1;14;2;2
68118;Andolsheim;1;14;2;2
68119;Illfurth;1;14;2;3
68120;Bennwihr;1;14;2;4
68121;Landser;1;14;2;3
68122;Rouffach;1;14;1;1
68123;Blotzheim;1;14;1;1
68124;Sierentz;1;14;2;2
68125;Ribeauvillé;1;14;1;1
68201;Dannemarie;2;21;2;9
68202;Neuf-Brisach;2;21;2;3
68203;Kaysersberg Vignoble;2;21;2;2
68204;Sainte-Marie-aux-Mines;2;22;2;2
68205;Altkirch;2;22;2;3
68206;Kembs;2;22;2;2
68207;Ensisheim;2;22;2;2
68208;Saint-Amarin;2;22;2;9
68301;Munster;3;31;2;10
68401;Guebwiller;4;42;2;8
68402;Thann-Cernay;4;43;2;9
68403;Bâle (SUI)-Saint-Louis (partie française);4;43;5;6
68501;Colmar;5;52;2;7
68701;Mulhouse;7;71;2;20
69000;Communes hors unité urbaine du département 69;0;00;0;103
69101;Saint-Laurent-d'Agny;1;11;1;1
69102;Sainte-Foy-l'Argentière;1;13;2;3
69103;Beaujeu;1;13;2;3
69104;Saint-Symphorien-sur-Coise;1;13;1;1
69105;Saint-Martin-en-Haut;1;13;1;1
69106;Pusignan;1;14;1;1
69107;Saint-Georges-de-Reneins;1;14;1;1
69108;Cours;1;14;1;1
69109;Soucieu-en-Jarrest;1;14;1;1
69110;Saint-Pierre-de-Chandieu;1;14;1;1
69111;Amplepuis;1;14;1;1
69201;Jonage;2;21;1;1
69202;Mornant;2;21;1;1
69203;Thizy;2;21;1;1
69204;Saint-Germain-au-Mont-d'Or;2;21;2;2
69205;Saint-Étienne-des-Oullières;2;22;2;7
69301;Val d'Oingt;3;31;2;9
69302;Saint-Laurent-de-Mure;3;31;2;2
69303;Tarare;3;32;2;3
69401;L'Arbresle;4;41;2;8
70000;Communes hors unité urbaine du département 70;0;00;0;497
70101;Rioz;1;11;1;1
70102;Plancher-les-Mines;1;12;2;2
70103;Port-sur-Saône;1;12;1;1
70104;Mélisey;1;13;2;3
70105;Saint-Loup-sur-Semouse;1;13;2;2
70106;Fougerolles-Saint-Valbert;1;13;1;1
70201;Champagney-Ronchamp;2;21;2;2
70202;Gray;2;22;2;4
70301;Héricourt;3;31;2;2
70302;Lure;3;31;2;4
70303;Luxeuil-les-Bains;3;31;2;6
70401;Vesoul;4;42;2;8
71000;Communes hors unité urbaine du département 71;0;00;0;481
71101;Buxy;1;11;1;1
71102;Épinac;1;11;1;1
71103;La Roche-Vineuse;1;11;2;3
71104;Saint-Martin-Belle-Roche;1;12;2;2
71105;Verdun-Ciel;1;12;2;3
71106;Charolles;1;12;1;1
71107;La Clayette;1;12;2;3
71108;Marcigny;1;12;2;3
71109;Gergy;1;13;2;2
71110;Sennecey-le-Grand;1;13;1;1
71111;Bourbon-Lancy;1;14;1;1
71201;Givry;2;21;2;2
71202;Cluny;2;21;2;2
71203;Ouroux-sur-Saône;2;21;2;2
71204;Tournus;2;21;1;1
71205;Montchanin;2;21;2;2
71206;Gueugnon;2;21;1;1
71207;Paray-le-Monial;2;22;2;2
71301;Louhans;3;31;2;6
71302;Autun;3;31;1;1
71401;Le Creusot;4;43;2;6
71402;Montceau-les-Mines;4;43;2;5
71501;Chalon-sur-Saône;5;52;2;13
72000;Communes hors unité urbaine du département 72;0;00;0;283
72101;Saint-Georges-du-Bois;1;11;1;1
72102;Brette-les-Pins;1;11;1;1
72103;La Chartre-sur-le-Loir;1;11;2;2
72104;Joué-l'Abbé;1;11;2;2
72105;Trangé;1;11;2;2
72106;Loué;1;12;2;2
72107;Vibraye;1;12;1;1
72108;Noyen-sur-Sarthe;1;12;1;1
72109;Sillé-le-Guillaume;1;12;2;2
72110;Spay;1;12;1;1
72111;Précigné;1;12;1;1
72112;Mayet;1;13;1;1
72113;Cérans-Foulletourte;1;13;1;1
72114;La Bazoge;1;13;1;1
72115;Fresnay-sur-Sarthe;1;13;2;2
72116;Saint-Calais;1;13;2;2
72117;Sainte-Jamme-sur-Sarthe;1;13;2;2
72118;Connerré;1;13;2;2
72119;Le Lude;1;14;1;1
72120;Bonnétable;1;14;2;2
72201;Parigné-l'Évêque;2;21;1;1
72202;Écommoy;2;21;2;2
72203;Mamers;2;21;2;2
72204;La Suze-sur-Sarthe;2;22;2;2
72205;Montval-sur-Loir;2;22;2;2
72206;Champagné;2;22;2;3
72207;Mulsanne;2;21;1;1
72301;La Ferté-Bernard;3;31;2;2
72302;Sablé-sur-Sarthe;3;31;2;2
72303;La Flèche;3;31;1;1
72701;Le Mans;7;71;2;18
73000;Communes hors unité urbaine du département 73;0;00;0;163
73101;Saint-Julien-Mont-Denis;1;11;2;2
73102;La Biolle;1;12;1;1
73103;Saint-Michel-de-Maurienne;1;12;2;2
73104;Yenne;1;12;1;1
73105;Beaufort;1;13;2;3
73106;Modane;1;13;2;2
73107;Grand-Aigueblanche;1;13;1;1
73108;Aime-la-Plagne;1;14;1;1
73109;Moûtiers;1;14;2;2
73110;Saint-Étienne-de-Cuines;1;14;2;6
73111;Saint-Pierre-d'Albigny;1;14;2;2
73201;Montmélian;2;21;2;3
73202;Entrelacs;2;21;1;1
73203;Ugine;2;22;2;3
73204;Saint-Jean-de-Maurienne;2;22;2;4
73205;Bourg-Saint-Maurice;2;22;2;2
73401;Albertville;4;43;2;17
73601;Chambéry;6;62;2;35
74000;Communes hors unité urbaine du département 74;0;00;0;130
74101;Le Grand-Bornand;1;11;1;1
74102;Vulbens;1;11;2;2
74103;Frangy;1;12;2;2
74104;Beaumont;1;12;1;1
74105;Magland;1;13;1;1
74106;Taninges;1;13;1;1
74107;Abondance;1;13;2;3
74108;Groisy;1;13;1;1
74109;Veigy-Foncenex;1;13;1;1
74110;Saint-Paul-en-Chablais;1;13;2;2
74111;Samoëns;1;13;2;3
74112;Cruseilles;1;14;1;1
74113;Morzine;1;14;2;4
74114;Saint-Jeoire;1;14;2;2
74115;Valleiry;1;14;1;1
74201;Saint-Félix;2;21;2;2
74202;Viry;2;21;1;1
74203;Saint-Cergues;2;21;2;3
74204;Perrignier;2;21;2;5
74205;Douvaine;2;21;1;1
74206;Veyrier-du-Lac;2;21;2;3
74207;Messery;2;21;2;4
74208;Bons-en-Chablais;2;21;2;2
74209;Faverges-Seythenex;2;22;2;2
74210;Thônes;2;22;2;4
74301;Chamonix-Mont-Blanc;3;31;2;2
74302;Rumilly;3;32;2;2
74303;Fillière;3;32;2;7
74501;Thonon-les-Bains;5;52;2;13
74502;Cluses;5;52;2;18
74601;Annecy;6;62;2;14
76000;Communes hors unité urbaine du département 76;0;00;0;552
76101;Ymare;1;11;2;2
76102;Sahurs;1;11;2;2
76103;La Neuville-Chant-d'Oisel;1;11;1;1
76104;Jumièges;1;11;2;2
76105;Préaux;1;11;2;2
76106;Yerville;1;11;1;1
76107;Criquetot-l'Esneval;1;12;1;1
76108;Saint-Nicolas-de-la-Taille;1;12;2;2
76109;Fontaine-le-Bourg;1;12;2;2
76110;Criel-sur-Mer;1;12;1;1
76111;Houppeville;1;12;1;1
76112;Saint-Jacques-sur-Darnétal;1;12;1;1
76113;Goderville;1;12;1;1
76114;Doudeville;1;12;2;2
76115;Longueville-sur-Scie;1;13;2;7
76116;Cany-Barville;1;13;1;1
76117;Offranville;1;13;1;1
76118;Arelaune-en-Seine;1;13;2;2
76119;Hautot-sur-Mer;1;13;2;3
76120;Luneray;1;13;2;4
76121;Saint-Saëns;1;13;2;3
76122;Saint-Valery-en-Caux;1;14;1;1
76123;Terres-de-Caux;1;14;1;1
76124;Duclair;1;14;1;1
76125;Rives-en-Seine;1;14;1;1
76126;Forges-les-Eaux;1;14;2;2
76127;Le Trait;1;14;1;1
76201;Saint-Nicolas-d'Aliermont;2;21;2;4
76202;Neufchâtel-en-Bray;2;21;2;2
76203;Saint-Romain-de-Colbosc;2;21;2;3
76204;Gournay-en-Bray;2;22;2;2
76205;Petit-Caux;2;22;1;1
76301;Yvetot;3;32;2;4
76302;Bolbec;3;32;2;5
76303;Barentin;3;32;2;3
76401;Fécamp;4;41;2;2
76402;Lillebonne;4;41;2;4
76403;Dieppe;4;43;2;5
76701;Le Havre;7;71;2;18
77000;Communes hors unité urbaine du département 77;0;00;0;333
77101;Samois-sur-Seine;1;11;1;1
77102;Saint-Augustin;1;11;2;2
77103;Pontcarré;1;11;1;1
77104;Rebais;1;11;1;1
77105;La Chapelle-la-Reine;1;11;1;1
77106;Grisy-Suisnes;1;11;1;1
77107;Saint-Jean-les-Deux-Jumeaux;1;12;2;2
77108;La Grande-Paroisse;1;12;1;1
77109;Évry-Grégy-sur-Yerre;1;12;1;1
77110;Château-Landon;1;12;1;1
77111;Moussy-le-Neuf;1;13;1;1
77112;Boissy-le-Châtel;1;13;1;1
77113;Verneuil-l'Étang;1;13;1;1
77114;Chaumes-en-Brie;1;13;1;1
77115;Saint-Soupplets;1;13;1;1
77116;Annet-sur-Marne;1;13;1;1
77117;Donnemarie-Dontilly;1;13;2;2
77118;Chauconin-Neufmontiers;1;13;1;1
77119;Bray-sur-Seine;1;13;2;3
77120;Villevaudé;1;13;2;2
77121;Longueville;1;13;2;2
77122;Rozay-en-Brie;1;13;2;2
77123;Chailly-en-Bière;1;13;2;3
77124;Chevry-Cossigny;1;13;1;1
77125;Guignes;1;14;1;1
77126;Jouarre;1;14;1;1
77127;Le Châtelet-en-Brie;1;14;1;1
77128;Saâcy-sur-Marne;1;14;2;5
77129;Lizy-sur-Ourcq;1;14;2;2
77130;Mormant;1;14;1;1
77201;Coubert;2;21;2;3
